Identifier  Period  Choice         Wage  Experience_A  Experience_B  Years_Schooling  Lagged_Activity
      1198       3       1            .             0             1               12                3
      1198       4       1   18043.0800             1             1               12                2
      1198       5       1   16513.3300             2             1               12                2
      1198       6       1   16169.4000             3             1               12                2
      1198       7       1   16352.5400             4             1               12                2
      1198       8       1   18713.8400             5             1               12                2
      1199       0       3            .             0             0               10                1
      1199       1       3            .             0             0               11                1
      1199       2       3            .             0             0               12                1
      1199       3       3            .             0             0               13                1
      1199       4       2   16541.8900             0             0               14                1
      1199       5       2   14138.0500             0             1               14                3
      1199       6       2   14888.3600             0             2               14                3
      1199       7       2   14115.1500             0             3               14                3
      1199       8       2   13914.9600             0             4               14                3
      1199       9       2    9169.6550             0             5               14                3
      1200       0       3            .             0             0               10                1
      1200       1       3            .             0             0               11                1
      1200       2       3            .             0             0               12                1
      1200       3       3            .             0             0               13                1
      1200       4       3            .             0             0               14                1
      1200       5       3            .             0             0               15                1
      1200       6       1            .             0             0               16                1
      1200       7       1   24672.6000             1             0               16                2
      1200       8       1   26226.7100             2             0               16                2
      1201       0       4            .             0             0                9                0
      1201       1       2    9109.4960             0             0                9                0
      1201       2       4            .             0             1                9                3
      1201       3       4            .             0             1                9                0
      1201       4       4            .             0             1                9                0
      1201       5       4            .             0             1                9                0
      1201       6       4            .             0             1                9                0
      1201       7       2    6798.5750             0             1                9                0
      1201       8       2   14060.0100             0             2                9                3
      1201       9       2            .             0             3                9                3
      1202       0       4            .             0             0               10                1
      1202       1       4            .             0             0               10                0
      1202       2       4            .             0             0               10                0
      1202       3       4            .             0             0               10                0
      1202       4       2            .             0             0               10                0
      1202       5       4            .             0             1               10                3
      1202       6       4            .             0             1               10                0
      1202       7       4            .             0             1               10                0
      1202       8       2   13610.8800             0             1               10                0
      1202       9       4            .             0             2               10                3
      1202      10       2    7849.8520             0             2               10                0
      1203       0       4            .             0             0                9                0
      1203       1       4            .             0             0                9                0
      1203       2       4            .             0             0                9                0
      1203       3       4            .             0             0                9                0
      1203       4       4            .             0             0                9                0
      1203       5       4            .             0             0                9                0
      1203       6       2            .             0             0                9                0
      1203       7       4            .             0             1                9                3
      1203       8       2   14844.0700             0             1                9                0
      1204       0       3            .             0             0               10                1
      1204       1       3            .             0             0               11                1
      1204       2       2   12913.1700             0             0               12                1
      1204       3       2            .             0             1               12                3
      1204       4       2   12892.0800             0             2               12                3
      1204       5       2   15708.8800             0             3               12                3
      1204       6       2   18551.1400             0             4               12                3
      1204       7       2   19094.6600             0             5               12                3
      1204       8       2   20308.0600             0             6               12                3
      1204       9       2   20489.1400             0             7               12                3
      1205       0       3            .             0             0                9                0
      1205       1       3            .             0             0               10                1
      1205       2       3            .             0             0               11                1
      1205       3       1   10143.2100             0             0               12                1
      1205       4       1   10707.7800             1             0               12                2
      1205       5       2   12989.0100             2             0               12                2
      1205       6       2   14548.6100             2             1               12                3
      1205       7       2   16333.1800             2             2               12                3
      1205       8       2   21504.9300             2             3               12                3
      1205       9       1   18037.0600             2             4               12                3
      1206       0       3            .             0             0               10                1
      1206       1       3            .             0             0               11                1
      1206       2       3            .             0             0               12                1
      1206       3       3            .             0             0               13                1
      1206       4       3            .             0             0               14                1
      1206       5       3            .             0             0               15                1
      1206       6       1   25590.5900             0             0               16                1
      1206       7       1   37326.1100             1             0               16                2
      1206       8       1   31715.5600             2             0               16                2
      1207       0       3            .             0             0               10                1
      1207       1       3            .             0             0               11                1
      1207       2       3            .             0             0               12                1
      1207       3       3            .             0             0               13                1
      1207       4       3            .             0             0               14                1
      1207       5       3            .             0             0               15                1
      1207       6       1   13717.9500             0             0               16                1
      1207       7       1   20319.0700             1             0               16                2
      1207       8       1   30813.4400             2             0               16                2
      1207       9       1   32157.0500             3             0               16                2
      1207      10       1   31871.9500             4             0               16                2
      1208       0       3            .             0             0                9                0
      1208       1       3            .             0             0               10                1
      1208       2       3            .             0             0               11                1
      1208       3       3            .             0             0               12                1
      1208       4       3            .             0             0               13                1
      1208       5       3            .             0             0               14                1
      1208       6       3            .             0             0               15                1
      1208       7       1    9763.5230             0             0               16                1
      1208       8       1   10685.7300             1             0               16                2
      1209       0       3            .             0             0               10                1
      1209       1       3            .             0             0               11                1
      1209       2       3            .             0             0               12                1
      1209       3       2    6214.4480             0             0               13                1
      1209       4       2            .             0             1               13                3
      1209       5       1            .             0             2               13                3
      1209       6       1   15620.5600             1             2               13                2
      1209       7       2   17126.3000             2             2               13                2
      1209       8       2   15534.9300             2             3               13                3
      1209       9       2    9749.7530             2             4               13                3
      1210       0       3            .             0             0               10                1
      1210       1       3            .             0             0               11                1
      1210       2       3            .             0             0               12                1
      1210       3       3            .             0             0               13                1
      1210       4       1   11841.0300             0             0               14                1
      1210       5       2   15866.6100             1             0               14                2
      1210       6       2   15092.6200             1             1               14                3
      1210       7       2   13033.2500             1             2               14                3
      1210       8       1   19478.4400             1             3               14                3
      1210       9       2   23428.6700             2             3               14                2
      1211       0       3            .             0             0               10                1
      1211       1       3            .             0             0               11                1
      1211       2       3            .             0             0               12                1
      1211       3       3            .             0             0               13                1
      1211       4       3            .             0             0               14                1
      1211       5       3            .             0             0               15                1
      1211       6       1   27151.5700             0             0               16                1
      1211       7       1   30653.2400             1             0               16                2
      1212       0       3            .             0             0                9                0
      1212       1       3            .             0             0               10                1
      1212       2       3            .             0             0               11                1
      1212       3       3            .             0             0               12                1
      1212       4       3            .             0             0               13                1
      1212       5       2            .             0             0               14                1
      1212       6       1    9890.1130             0             1               14                3
      1212       7       2    9588.2220             1             1               14                2
      1212       8       2   10290.9400             1             2               14                3
      1212       9       2   12620.6600             1             3               14                3
      1212      10       2   11849.8600             1             4               14                3
      1213       0       3            .             0             0               10                1
      1213       1       3            .             0             0               11                1
      1213       2       4            .             0             0               12                1
      1213       3       4            .             0             0               12                0
      1213       4       4            .             0             0               12                0
      1213       5       4            .             0             0               12                0
      1213       6       2   10587.5000             0             0               12                0
      1213       7       4            .             0             1               12                3
      1213       8       2   18536.6800             0             1               12                0
      1213       9       2   26343.8700             0             2               12                3
      1214       0       3            .             0             0                9                0
      1214       1       3            .             0             0               10                1
      1214       2       3            .             0             0               11                1
      1214       3       2    7515.7970             0             0               12                1
      1214       4       2    8241.3200             0             1               12                3
      1214       5       4            .             0             2               12                3
      1214       6       2   15938.9500             0             2               12                0
      1214       7       1   24496.2900             0             3               12                3
      1215       0       3            .             0             0               10                1
      1215       1       3            .             0             0               11                1
      1215       2       4            .             0             0               12                1
      1215       3       4            .             0             0               12                0
      1215       4       1   11324.7200             0             0               12                0
      1215       5       1   20881.3800             1             0               12                2
      1215       6       1   24186.3900             2             0               12                2
      1215       7       1   90128.7300             3             0               12                2
      1215       8       1  307012.3000             4             0               12                2
      1216       0       3            .             0             0                9                0
      1216       1       3            .             0             0               10                1
      1216       2       4            .             0             0               11                1
      1216       3       4            .             0             0               11                0
      1216       4       4            .             0             0               11                0
      1216       5       4            .             0             0               11                0
      1216       6       4            .             0             0               11                0
      1216       7       4            .             0             0               11                0
      1216       8       3            .             0             0               11                0
      1216       9       3            .             0             0               12                1
      1216      10       3            .             0             0               13                1
      1217       0       3            .             0             0                9                0
      1217       1       2            .             0             0               10                1
      1217       2       2    9379.0890             0             1               10                3
      1217       3       4            .             0             2               10                3
      1217       4       4            .             0             2               10                0
      1218       0       4            .             0             0               10                1
      1218       1       4            .             0             0               10                0
      1218       2       2   15427.3000             0             0               10                0
      1218       3       4            .             0             1               10                3
      1218       4       2   13152.0500             0             1               10                0
      1218       5       2   16009.2400             0             2               10                3
      1218       6       2   19889.9500             0             3               10                3
      1218       7       2   18786.6900             0             4               10                3
      1218       8       1   18215.9400             0             5               10                3
      1218       9       2   18487.9900             1             5               10                2
      1219       0       3            .             0             0               11                1
      1219       1       2    5418.9160             0             0               12                1
      1219       2       4            .             0             1               12                3
      1219       3       2    8491.2110             0             1               12                0
      1219       4       2    9423.2720             0             2               12                3
      1219       5       2   11857.6400             0             3               12                3
      1219       6       2   17416.9500             0             4               12                3
      1219       7       2   22429.0000             0             5               12                3
      1219       8       2   22365.9400             0             6               12                3
      1220       0       3            .             0             0                9                0
      1220       1       3            .             0             0               10                1
      1220       2       3            .             0             0               11                1
      1220       3       4            .             0             0               12                1
      1220       4       2            .             0             0               12                0
      1220       5       2   13174.6700             0             1               12                3
      1220       6       2   12629.7100             0             2               12                3
      1220       7       2    9826.4270             0             3               12                3
      1221       0       3            .             0             0                9                0
      1221       1       3            .             0             0               10                1
      1221       2       4            .             0             0               11                1
      1221       3       4            .             0             0               11                0
      1221       4       4            .             0             0               11                0
      1221       5       2   13872.2400             0             0               11                0
      1221       6       3            .             0             1               11                3
      1221       7       2   14076.7500             0             1               12                1
      1221       8       2   13951.1300             0             2               12                3
      1221       9       2   13924.4100             0             3               12                3
      1221      10       2   13649.6700             0             4               12                3
      1222       0       3            .             0             0                9                0
      1222       1       3            .             0             0               10                1
      1222       2       3            .             0             0               11                1
      1222       3       3            .             0             0               12                1
      1222       4       3            .             0             0               13                1
      1222       5       3            .             0             0               14                1
      1222       6       4            .             0             0               15                1
      1223       0       3            .             0             0                9                0
      1223       1       3            .             0             0               10                1
      1223       2       3            .             0             0               11                1
      1223       3       2    7869.9480             0             0               12                1
      1223       4       2   10304.1800             0             1               12                3
      1223       5       2    9437.8420             0             2               12                3
      1223       6       2   11792.0000             0             3               12                3
      1223       7       2   13207.6500             0             4               12                3
      1223       8       2    9362.9670             0             5               12                3
      1223       9       2   12387.8200             0             6               12                3
      1223      10       2   17167.6400             0             7               12                3
      1224       0       3            .             0             0               10                1
      1224       1       3            .             0             0               11                1
      1224       2       4            .             0             0               12                1
      1224       3       4            .             0             0               12                0
      1224       4       2   13201.5600             0             0               12                0
      1224       5       2            .             0             1               12                3
      1224       6       2            .             0             2               12                3
      1224       7       2    7581.4870             0             3               12                3
      1224       8       2   38699.6900             0             4               12                3
      1224       9       2   17507.5500             0             5               12                3
      1224      10       4            .             0             6               12                3
      1225       0       3            .             0             0                9                0
      1225       1       3            .             0             0               10                1
      1225       2       3            .             0             0               11                1
      1225       3       2            .             0             0               12                1
      1225       4       3            .             0             1               12                3
      1225       5       2   14421.0000             0             1               13                1
      1225       6       2   16061.3500             0             2               13                3
      1225       7       2   15462.6500             0             3               13                3
      1225       8       2   17214.2700             0             4               13                3
      1225       9       2   19424.9700             0             5               13                3
      1225      10       1            .             0             6               13                3
      1226       0       3            .             0             0               10                1
      1227       0       3            .             0             0               11                1
      1228       0       3            .             0             0               10                1
      1228       1       3            .             0             0               11                1
      1228       2       4            .             0             0               12                1
      1228       3       3            .             0             0               12                0
      1228       4       3            .             0             0               13                1
      1228       5       3            .             0             0               14                1
      1228       6       3            .             0             0               15                1
      1228       7       3            .             0             0               16                1
      1228       8       1   14301.4300             0             0               17                1
      1228       9       1   15458.2500             1             0               17                2
      1229       0       3            .             0             0               10                1
      1229       1       3            .             0             0               11                1
      1229       2       3            .             0             0               12                1
      1229       3       3            .             0             0               13                1
      1229       4       3            .             0             0               14                1
      1229       5       3            .             0             0               15                1
      1229       6       3            .             0             0               16                1
      1229       7       4            .             0             0               17                1
      1230       0       3            .             0             0               10                1
      1230       1       3            .             0             0               11                1
      1230       2       4            .             0             0               12                1
      1230       3       1   13384.0300             0             0               12                0
      1230       4       1   12331.0700             1             0               12                2
      1230       5       2   16840.8200             2             0               12                2
      1230       6       2   17186.9400             2             1               12                3
      1230       7       2   17244.1700             2             2               12                3
      1230       8       2   21346.3700             2             3               12                3
      1230       9       1   17507.5500             2             4               12                3
      1230      10       2   17335.0600             3             4               12                2
      1231       0       3            .             0             0               10                1
      1231       1       3            .             0             0               11                1
      1231       2       3            .             0             0               12                1
      1231       3       2    8076.4640             0             0               13                1
      1231       4       2   13757.4100             0             1               13                3
      1231       5       2   13529.0900             0             2               13                3
      1231       6       2   14573.4600             0             3               13                3
      1231       7       3            .             0             4               13                3
      1231       8       4            .             0             4               14                1
      1232       0       3            .             0             0               10                1
      1232       1       3            .             0             0               11                1
      1232       2       2    3504.8030             0             0               12                1
      1232       3       2    3475.9740             0             1               12                3
      1232       4       2            .             0             2               12                3
      1232       5       2            .             0             3               12                3
      1232       6       1            .             0             4               12                3
      1232       7       1            .             1             4               12                2
      1232       8       2            .             2             4               12                2
      1233       0       3            .             0             0               10                1
      1233       1       3            .             0             0               11                1
      1233       2       2            .             0             0               12                1
      1233       3       2            .             0             1               12                3
      1233       4       2   36348.4700             0             2               12                3
      1233       5       1   44096.9000             0             3               12                3
      1233       6       1   34061.2800             1             3               12                2
      1233       7       1   22939.3900             2             3               12                2
      1233       8       1   33237.8100             3             3               12                2
      1233       9       1   48636.5700             4             3               12                2
      1233      10       2    7828.4030             5             3               12                2
      1234       0       3            .             0             0               10                1
      1234       1       3            .             0             0               11                1
      1234       2       2            .             0             0               12                1
      1234       3       2    8174.9400             0             1               12                3
      1234       4       2            .             0             2               12                3
      1234       5       2   12449.0700             0             3               12                3
      1234       6       1    6238.4790             0             4               12                3
      1234       7       2   47868.2900             1             4               12                2
      1234       8       2    6793.0270             1             5               12                3
      1234       9       1   18743.9200             1             6               12                3
      1235       0       3            .             0             0                9                0
      1235       1       4            .             0             0               10                1
      1235       2       4            .             0             0               10                0
      1235       3       2   10715.5300             0             0               10                0
      1235       4       2   10347.0100             0             1               10                3
      1235       5       4            .             0             2               10                3
      1235       6       2   34195.3100             0             2               10                0
      1235       7       2   37594.9000             0             3               10                3
      1235       8       2   42212.6900             0             4               10                3
      1236       0       3            .             0             0               10                1
      1236       1       3            .             0             0               11                1
      1236       2       3            .             0             0               12                1
      1236       3       3            .             0             0               13                1
      1236       4       3            .             0             0               14                1
      1236       5       4            .             0             0               15                1
      1236       6       3            .             0             0               15                0
      1236       7       1   19126.5900             0             0               16                1
      1236       8       4            .             1             0               16                2
      1237       0       3            .             0             0               10                1
      1237       1       3            .             0             0               11                1
      1237       2       2            .             0             0               12                1
      1237       3       2    1301.3310             0             1               12                3
      1237       4       1            .             0             2               12                3
      1237       5       1            .             1             2               12                2
      1237       6       2            .             2             2               12                2
      1238       0       3            .             0             0               10                1
      1238       1       3            .             0             0               11                1
      1238       2       4            .             0             0               12                1
      1238       3       4            .             0             0               12                0
      1238       4       2   14305.2000             0             0               12                0
      1238       5       2            .             0             1               12                3
      1238       6       2            .             0             2               12                3
      1238       7       2            .             0             3               12                3
      1238       8       2   17474.3800             0             4               12                3
      1238       9       2   14046.9600             0             5               12                3
      1239       0       3            .             0             0               10                1
      1239       1       3            .             0             0               11                1
      1239       2       4            .             0             0               12                1
      1239       3       4            .             0             0               12                0
      1239       4       2   14479.9800             0             0               12                0
      1239       5       1   23529.6100             0             1               12                3
      1239       6       1   26484.0300             1             1               12                2
      1239       7       2   37190.8700             2             1               12                2
      1239       8       1   41331.9200             2             2               12                3
      1240       0       3            .             0             0               10                1
      1240       1       3            .             0             0               11                1
      1240       2       3            .             0             0               12                1
      1240       3       3            .             0             0               13                1
      1240       4       3            .             0             0               14                1
      1240       5       3            .             0             0               15                1
      1240       6       3            .             0             0               16                1
      1240       7       1   17998.1900             0             0               17                1
      1240       8       1   22776.7300             1             0               17                2
      1240       9       1   24682.1600             2             0               17                2
      1240      10       1   26902.5300             3             0               17                2
      1241       0       3            .             0             0                9                0
      1241       1       3            .             0             0               10                1
      1241       2       3            .             0             0               11                1
      1241       3       3            .             0             0               12                1
      1241       4       3            .             0             0               13                1
      1241       5       3            .             0             0               14                1
      1241       6       3            .             0             0               15                1
      1241       7       1   18964.5000             0             0               16                1
      1241       8       1   23844.3700             1             0               16                2
      1241       9       1   23418.9300             2             0               16                2
      1242       0       4            .             0             0               10                1
      1242       1       4            .             0             0               10                0
      1242       2       4            .             0             0               10                0
      1242       3       4            .             0             0               10                0
      1242       4       4            .             0             0               10                0
      1242       5       4            .             0             0               10                0
      1242       6       4            .             0             0               10                0
      1242       7       4            .             0             0               10                0
      1243       0       3            .             0             0               10                1
      1243       1       3            .             0             0               11                1
      1243       2       3            .             0             0               12                1
      1243       3       4            .             0             0               13                1
      1243       4       2    1188.2710             0             0               13                0
      1243       5       1    4493.2490             0             1               13                3
      1243       6       2   26003.2600             1             1               13                2
      1243       7       1    7078.1080             1             2               13                3
      1243       8       1   11083.8200             2             2               13                2
      1243       9       1   14576.3000             3             2               13                2
      1243      10       2    9347.5860             4             2               13                2
      1244       0       3            .             0             0               10                1
      1244       1       3            .             0             0               11                1
      1244       2       2    1662.9070             0             0               12                1
      1245       0       3            .             0             0               10                1
      1245       1       3            .             0             0               11                1
      1245       2       2    9888.9060             0             0               12                1
      1245       3       2   11849.1600             0             1               12                3
      1245       4       2   10461.0100             0             2               12                3
      1245       5       2   10273.8400             0             3               12                3
      1245       6       1    9890.1130             0             4               12                3
      1245       7       1   11699.7700             1             4               12                2
      1245       8       1   13436.9800             2             4               12                2
      1245       9       1   13611.3500             3             4               12                2
      1245      10       2   12918.4200             4             4               12                2
      1246       0       3            .             0             0               10                1
      1246       1       3            .             0             0               11                1
      1246       2       3            .             0             0               12                1
      1246       3       3            .             0             0               13                1
      1246       4       3            .             0             0               14                1
      1246       5       3            .             0             0               15                1
      1246       6       4            .             0             0               16                1
      1246       7       1   20525.5100             0             0               16                0
      1246       8       1   21281.0000             1             0               16                2
      1246       9       1   22869.5400             2             0               16                2
